66204,68220,90567,99962,79861,86240,86649,97864,79576,78495,85912,99244,82429,78934,87186,97224,69830,69201,78469,86314
66204,68220,90568,99956,79855,86240,86658,97839,79575,78470,85914,99238,82443,78925,87186,97224,69832,69190,78471,86320
66207,68242,90570,99974,79855,86240,86658,97839,79558,78448,85908,99224,82434,78930,87182,97213,69811,69192,78464,86309
66195,68240,90574,99960,79849,86244,86663,97854,79557,78417,85895,99237,82434,78930,87182,97219,69830,69209,78472,86322
66209,68241,90574,99960,79857,86245,86651,97862,79535,78400,85895,99237,82434,78923,87175,97211,69844,69206,78471,86325
66207,68241,90574,99955,79861,86241,86649,97846,79535,78400,85905,99233,82427,78927,87192,97222,69844,69206,78471,86325
66207,68241,90561,99960,79861,86254,86653,97863,79507,78357,85901,99214,82433,78920,87192,97222,69846,69226,78478,86333
66212,68260,90581,99970,79861,86254,86653,97863,79513,78348,85900,99227,82429,78903,87178,97219,69839,69213,78477,86317
66212,68253,90581,99970,79853,86244,86653,97846,79501,78319,85907,99221,82429,78903,87174,97215,69838,69215,78482,86314
66227,68259,90578,99958,79855,86253,86656,97852,79497,78283,85907,99221,82424,78905,87181,97227,69838,69215,78472,86328
66220,68274,90570,99961,79848,86242,86640,97851,79497,78283,85900,99218,82420,78911,87179,97221,69839,69218,78472,86328
66220,68274,90577,99964,79846,86254,86644,97848,79482,78267,85895,99232,82422,78898,87179,97221,69848,69217,78475,86325
66232,68270,90574,99963,79846,86254,86644,97848,79466,78236,85901,99221,82422,78905,87179,97214,69834,69222,78484,86328
66230,68278,90574,99963,79855,86252,86650,97846,79459,78219,85903,99208,82422,78905,87175,97220,69838,69220,78478,86310
66226,68275,90573,99956,79853,86239,86652,97860,79453,78182,85903,99208,82413,78893,87171,97218,69838,69220,78476,86331
66239,68286,90574,99947,79853,86240,86652,97848,79453,78182,85885,99211,82426,78899,87171,97218,69855,69225,78476,86331
66239,68286,90572,99952,79854,86246,86641,97851,79436,78163,85894,99214,82419,78885,87171,97209,69846,69239,78471,86319
66232,68298,90564,99955,79854,86246,86641,97851,79431,78126,85891,99211,82411,78895,87179,97206,69847,69225,78483,86335
66240,68299,90564,99955,79855,86255,86649,97848,79428,78111,85882,99210,82411,78895,87170,97200,69848,69230,78474,86326
66231,68301,90569,99960,79859,86251,86655,97846,79428,78111,85882,99210,82413,78883,87170,97211,69848,69230,78474,86326
66242,68307,90571,99952,79855,86245,86650,97837,79411,78088,85897,99205,82415,78876,87170,97211,69837,69236,78467,86324
66242,68307,90583,99951,79873,86249,86643,97847,79410,78058,85891,99198,82408,78860,87171,97203,69852,69238,78475,86330
66239,68303,90568,99954,79873,86249,86643,97847,79399,78023,85895,99193,82394,78866,87169,97201,69853,69236,78470,86335
66253,68320,90568,99954,79852,86246,86655,97847,79381,78024,85883,99202,82394,78866,87181,97198,69844,69245,78481,86338
66250,68302,90569,99952,79859,86252,86652,97841,79381,78024,85883,99202,82405,78869,87176,97192,69844,69245,78481,86338
66252,68316,90569,99953,79863,86263,86648,97833,79378,77994,85890,99200,82415,78855,87176,97192,69851,69249,78481,86334
66252,68316,90574,99951,79870,86254,86659,97839,79379,77966,85884,99198,82401,78864,87172,97206,69857,69243,78474,86335
66255,68318,90564,99945,79870,86254,86659,97839,79360,77948,85884,99196,82392,78860,87167,97198,69864,69243,78482,86334
66267,68320,90564,99945,79854,86257,86648,97844,79357,77940,85894,99198,82392,78860,87171,97197,69846,69262,78468,86334
66260,68311,90577,99960,79862,86246,86644,97848,79357,77940,85894,99198,82412,78854,87161,97195,69846,69262,78468,86334
66239,68316,90570,99951,79859,86268,86647,97825,79351,77919,85888,99200,82408,78858,87161,97195,69858,69257,78495,86331
66239,68316,90573,99950,79859,86268,86635,97845,79339,77895,85894,99186,82404,78851,87167,97201,69857,69247,78478,86319
66257,68308,90572,99960,79871,86254,86635,97845,79342,77878,85880,99185,82419,78859,87155,97204,69852,69257,78482,86343
66261,68330,90572,99960,79856,86258,86662,97837,79333,77864,85879,99181,82419,78859,87168,97188,69856,69256,78481,86348
66258,68318,90565,99958,79870,86254,86643,97846,79333,77864,85879,99181,82416,78856,87157,97201,69856,69256,78481,86348
66253,68324,90582,99957,79849,86260,86650,97825,79315,77849,85886,99184,82401,78849,87157,97201,69861,69254,78487,86341
66253,68324,90566,99952,79849,86260,86650,97825,79324,77832,85884,99184,82410,78866,87169,97197,69860,69262,78482,86347
66265,68326,90568,99953,79869,86244,86631,97831,79318,77808,85882,99187,82409,78840,87165,97195,69863,69259,78475,86340
66256,68330,90568,99953,79868,86249,86650,97843,79311,77809,85882,99187,82409,78840,87164,97187,69854,69264,78472,86336
66245,68319,90568,99944,79889,86249,86650,97843,79311,77809,85899,99183,82404,78848,87167,97193,69854,69264,78472,86336
66253,68315,90572,99967,79860,86245,86645,97827,79312,77797,85884,99179,82401,78863,87167,97193,69860,69271,78483,86351
66253,68315,90572,99959,79860,86245,86645,97827,79306,77786,85882,99170,82405,78858,87165,97188,69861,69259,78480,86341
66260,68323,90570,99953,79862,86252,86645,97841,79300,77776,85877,99181,82405,78858,87166,97188,69859,69258,78489,86344
66264,68321,90570,99953,79857,86256,86651,97842,79288,77776,85877,99181,82411,78861,87163,97174,69855,69272,78489,86357
66254,68327,90574,99950,79847,86233,86640,97843,79288,77776,85883,99167,82404,78865,87170,97179,69855,69272,78489,86357
66256,68325,90572,99960,79852,86246,86652,97837,79292,77760,85876,99177,82403,78855,87170,97179,69857,69279,78483,86345
66256,68325,90570,99937,79852,86246,86652,97837,79300,77780,85881,99182,82406,78871,87164,97177,69872,69273,78478,86347
66260,68331,90561,99944,79862,86237,86647,97830,79295,77744,85882,99178,82406,78871,87156,97177,69866,69282,78490,86337
66244,68314,90561,99944,79859,86242,86642,97832,79283,77746,85882,99178,82405,78876,87153,97175,69880,69280,78477,86352
66245,68326,90572,99941,79856,86247,86651,97837,79283,77746,85880,99179,82407,78863,87156,97175,69880,69280,78477,86352
66245,68326,90565,99938,79865,86249,86650,97852,79285,77746,85882,99181,82398,78863,87156,97175,69867,69281,78485,86358
66267,68304,90556,99947,79865,86249,86650,97852,79290,77737,85893,99177,82403,78880,87157,97185,69868,69290,78481,86355
66245,68313,90556,99947,79864,86250,86636,97843,79286,77735,85873,99176,82403,78880,87151,97181,69865,69291,78480,86348
66249,68320,90595,99950,79870,86266,86647,97845,79287,77735,85873,99176,82410,78893,87162,97185,69865,69291,78473,86353
66245,68320,90563,99951,79859,86250,86641,97841,79287,77735,85880,99177,82403,78873,87151,97176,69885,69296,78473,86353
66245,68320,90575,99941,79857,86253,86641,97868,79283,77730,85881,99161,82409,78886,87151,97176,69883,69300,78489,86357
66261,68326,90560,99954,79857,86253,86641,97868,79289,77728,85883,99180,82404,78885,87160,97188,69892,69306,78506,86367
66271,68331,90560,99954,79871,86253,86645,97842,79283,77751,85874,99175,82404,78885,87160,97197,69871,69308,78493,86356
66255,68316,90572,99949,79870,86259,86647,97835,79286,77751,85874,99175,82412,78903,87167,97188,69871,69308,78482,86359
66263,68322,90564,99944,79872,86249,86638,97830,79286,77751,85888,99186,82417,78906,87167,97188,69886,69306,78482,86359
66263,68322,90573,99938,79862,86261,86649,97845,79295,77734,85884,99188,82426,78890,87159,97186,69872,69298,78495,86361
66261,68321,90561,99949,79862,86261,86649,97845,79288,77735,85886,99188,82410,78910,87150,97189,69883,69304,78496,86361
66263,68339,90561,99949,79875,86251,86649,97838,79273,77730,85876,99179,82410,78910,87160,97189,69876,69309,78499,86364
66263,68338,90575,99960,79872,86267,86645,97828,79273,77730,85876,99179,82411,78900,87151,97189,69876,69309,78486,86366
66262,68342,90569,99955,79872,86264,86651,97827,79286,77718,85876,99184,82411,78904,87151,97189,69890,69314,78486,86366
66262,68342,90567,99944,79872,86267,86639,97836,79274,77724,85876,99175,82421,78886,87159,97181,69888,69295,78506,86374
66265,68342,90562,99960,79872,86267,86639,97836,79278,77715,85876,99169,82408,78905,87151,97182,69891,69311,78495,86371
66261,68339,90562,99960,79870,86242,86647,97836,79265,77725,85876,99184,82408,78905,87158,97177,69880,69314,78504,86367
66270,68338,90571,99955,79870,86262,86653,97827,79265,77725,85876,99184,82413,78904,87159,97182,69880,69314,78504,86367
66268,68352,90576,99953,79864,86248,86645,97814,79273,77726,85883,99173,82414,78908,87159,97182,69883,69326,78497,86376
66268,68352,90576,99950,79872,86255,86649,97838,79275,77737,85872,99170,82423,78903,87165,97188,69888,69313,78507,86386
66265,68364,90552,99956,79872,86255,86649,97838,79278,77716,85877,99178,82409,78916,87158,97179,69894,69313,78498,86374
66274,68357,90552,99956,79861,86250,86654,97834,79273,77732,85876,99170,82409,78916,87157,97175,69880,69322,78497,86387
66278,68357,90571,99947,79870,86244,86638,97827,79273,77732,85876,99170,82417,78910,87157,97187,69880,69322,78497,86387
66273,68368,90570,99951,79876,86256,86648,97824,79284,77733,85870,99167,82409,78927,87157,97187,69880,69317,78500,86386
66273,68368,90579,99952,79874,86250,86631,97827,79269,77734,85876,99160,82417,78913,87161,97184,69885,69315,78506,86381
66276,68387,90570,99955,79874,86250,86631,97827,79275,77715,85867,99176,82412,78911,87159,97181,69891,69318,78494,86389
66281,68376,90570,99955,79875,86248,86647,97830,79283,77738,85871,99177,82412,78911,87164,97181,69884,69327,78497,86390
66282,68384,90570,99961,79863,86228,86649,97829,79283,77738,85871,99177,82416,78916,87150,97176,69884,69327,78497,86390
66277,68391,90572,99952,79870,86263,86644,97832,79289,77732,85881,99168,82421,78901,87150,97176,69892,69327,78508,86385
66277,68391,90577,99947,79870,86263,86644,97832,79284,77744,85874,99164,82402,78912,87159,97178,69888,69320,78506,86380
66300,68401,90576,99984,79880,86233,86640,97825,79278,77739,85870,99163,82408,78906,87159,97186,69878,69319,78505,86390
66281,68407,90576,99984,79866,86245,86645,97831,79274,77776,85870,99163,82408,78906,87160,97175,69879,69335,78496,86393
66294,68421,90584,99959,79868,86237,86646,97829,79274,77776,85872,99167,82412,78904,87151,97169,69879,69335,78496,86393
66298,68412,90577,99966,79866,86243,86645,97824,79277,77752,85865,99161,82412,78906,87151,97169,69887,69332,78509,86389
66298,68412,90573,99965,79866,86243,86645,97824,79287,77762,85872,99158,82416,78920,87158,97175,69890,69339,78504,86408
66299,68445,90576,99960,79865,86234,86646,97832,79287,77756,85876,99172,82416,78920,87161,97177,69889,69317,78502,86388
66306,68446,90576,99960,79863,86225,86642,97823,79281,77761,85876,99172,82407,78899,87156,97172,69891,69323,78498,86402
66318,68441,90576,99952,79858,86219,86640,97815,79281,77761,85874,99170,82409,78905,87163,97167,69891,69323,78498,86402
66314,68457,90576,99960,79866,86235,86638,97819,79290,77749,85872,99178,82424,78897,87163,97167,69893,69329,78501,86393
66314,68457,90580,99965,79866,86235,86638,97819,79287,77775,85866,99160,82420,78907,87160,97175,69896,69335,78508,86387
66320,68467,90580,99966,79856,86229,86644,97820,79290,77763,85870,99171,82420,78907,87159,97178,69887,69334,78508,86388
66309,68468,90580,99966,79852,86221,86638,97825,79287,77788,85870,99171,82412,78904,87152,97165,69889,69343,78486,86382
66320,68483,90574,99963,79858,86203,86650,97828,79287,77788,85870,99173,82410,78899,87160,97162,69889,69343,78486,86382
66343,68485,90573,99952,79853,86241,86639,97820,79296,77779,85875,99172,82410,78903,87160,97162,69894,69334,78503,86378
66343,68485,90571,99956,79853,86241,86639,97820,79296,77800,85878,99162,82409,78897,87148,97161,69892,69335,78502,86388
66334,68486,90571,99956,79859,86224,86647,97810,79309,77790,85872,99175,82409,78897,87151,97165,69895,69330,78490,86391
66337,68502,90579,99961,79864,86227,86635,97811,79302,77810,85872,99175,82422,78895,87150,97172,69904,69334,78492,86392
66338,68531,90575,99964,79864,86213,86643,97815,79302,77810,85879,99177,82422,78898,87152,97170,69904,69334,78492,86392
66338,68531,90580,99953,79860,86202,86635,97812,79301,77817,85868,99180,82411,78897,87152,97170,69895,69330,78496,86383
66349,68516,90573,99959,79860,86202,86635,97812,79313,77830,85878,99177,82409,78898,87148,97159,69891,69334,78508,86389
66349,68530,90573,99959,79860,86227,86652,97820,79315,77837,85876,99169,82409,78898,87149,97164,69902,69346,78501,86392
66330,68533,90573,99958,79868,86228,86639,97805,79308,77835,85876,99169,82415,78910,87155,97170,69902,69346,78499,86397
66352,68553,90563,99966,79856,86213,86639,97817,79308,77835,85875,99177,82419,78911,87147,97178,69900,69335,78499,86397
66352,68553,90573,99957,79850,86222,86643,97815,79329,77839,85876,99177,82425,78896,87147,97178,69906,69346,78500,86390
66353,68559,90573,99971,79850,86222,86643,97815,79325,77857,85871,99180,82418,78917,87152,97164,69896,69343,78493,86398
66371,68564,90573,99971,79864,86234,86665,97815,79331,77881,85862,99181,82418,78917,87143,97152,69903,69353,78509,86386
66369,68574,90579,99946,79865,86229,86643,97815,79340,77873,85862,99181,82408,78919,87156,97178,69903,69353,78500,86403
66373,68587,90576,99962,79874,86217,86638,97813,79340,77873,85866,99174,82414,78918,87156,97178,69904,69360,78500,86403
66373,68587,90578,99960,79865,86233,86629,97816,79341,77877,85869,99199,82410,78900,87148,97161,69906,69350,78513,86406
66373,68598,90575,99962,79865,86233,86629,97816,79344,77901,85873,99191,82405,78927,87154,97164,69900,69339,78504,86398
66386,68590,90575,99962,79856,86236,86647,97816,79344,77905,85873,99184,82405,78927,87148,97162,69906,69349,78501,86390
66385,68603,90579,99967,79857,86235,86643,97817,79344,77905,85873,99184,82426,78926,87152,97175,69906,69349,78501,86390
66379,68629,90584,99970,79864,86227,86636,97805,79363,77909,85867,99189,82423,78922,87152,97175,69908,69348,78504,86403
66379,68629,90590,99955,79866,86243,86633,97820,79358,77912,85876,99180,82430,78909,87152,97168,69902,69360,78508,86404
66395,68639,90575,99978,79866,86243,86633,97820,79355,77924,85876,99163,82424,78939,87147,97169,69916,69354,78514,86401
66390,68646,90575,99978,79876,86231,86645,97809,79367,77946,85871,99184,82424,78939,87157,97164,69909,69369,78508,86401
66395,68645,90589,99970,79867,86237,86641,97816,79367,77946,85871,99184,82434,78936,87149,97171,69909,69369,78508,86401
66397,68655,90583,99969,79879,86229,86620,97795,79384,77935,85876,99184,82430,78937,87149,97171,69914,69367,78511,86410
66397,68655,90583,99953,79879,86227,86633,97815,79374,77943,85875,99179,82436,78932,87157,97165,69908,69369,78509,86408
66413,68669,90572,99974,79879,86227,86633,97815,79380,77941,85868,99191,82424,78950,87161,97164,69904,69364,78517,86402
66408,68688,90572,99974,79870,86236,86637,97813,79373,77955,85874,99182,82424,78950,87146,97156,69908,69362,78513,86412
66410,68678,90588,99967,79875,86239,86640,97825,79373,77955,85874,99182,82437,78948,87148,97170,69908,69362,78513,86412
66413,68691,90588,99967,79862,86237,86639,97804,79381,77956,85882,99189,82434,78943,87148,97170,69908,69378,78518,86414
66413,68691,90582,99960,79862,86237,86639,97804,79382,77966,85873,99181,82458,78959,87158,97164,69910,69370,78514,86409
66432,68708,90574,99973,79880,86236,86642,97802,79381,77969,85874,99195,82431,78967,87155,97170,69906,69367,78514,86423
66427,68728,90574,99973,79894,86237,86629,97804,79372,77982,85877,99183,82431,78967,87160,97166,69911,69382,78519,86434
66417,68718,90580,99970,79884,86237,86648,97811,79372,77982,85877,99183,82440,78968,87145,97167,69911,69382,78519,86434
66428,68744,90577,99968,79874,86233,86643,97821,79380,77986,85875,99182,82447,78965,87145,97167,69917,69379,78519,86419
66428,68744,90580,99984,79874,86233,86643,97821,79396,77989,85865,99182,82438,78974,87151,97162,69917,69380,78513,86418
66433,68754,90581,99971,79878,86227,86640,97809,79398,77991,85871,99172,82451,78982,87150,97163,69916,69368,78514,86423
66439,68757,90581,99971,79873,86239,86643,97812,79396,77991,85871,99172,82451,78982,87147,97156,69906,69376,78515,86423
66450,68762,90609,99973,79875,86230,86641,97812,79396,77991,85871,99191,82446,78979,87147,97161,69906,69376,78515,86423
66443,68775,90587,99979,79869,86233,86648,97812,79411,77999,85872,99185,82450,78984,87147,97161,69921,69381,78520,86425
66443,68775,90582,99987,79869,86233,86648,97812,79392,78000,85872,99174,82452,78997,87148,97164,69908,69387,78509,86429
66464,68779,90591,99980,79888,86222,86630,97816,79395,77993,85871,99187,82452,78997,87148,97173,69932,69390,78535,86422
66464,68795,90591,99980,79863,86232,86649,97817,79385,78010,85871,99187,82465,78999,87156,97163,69913,69391,78517,86423
66453,68809,90586,99979,79875,86222,86639,97812,79385,78010,85875,99173,82438,78999,87163,97178,69913,69391,78517,86423
66472,68820,90582,99977,79862,86224,86633,97806,79392,78010,85867,99174,82460,79007,87163,97178,69921,69383,78511,86428
66472,68820,90583,99985,79862,86224,86633,97806,79395,77997,85873,99168,82448,79008,87152,97171,69921,69401,78523,86435
66472,68819,90583,99985,79873,86230,86646,97788,79388,77990,85857,99175,82448,79008,87146,97172,69926,69399,78532,86432
66481,68833,90599,99986,79870,86223,86637,97801,79398,77999,85857,99175,82473,79023,87149,97163,69923,69388,78521,86438
66480,68853,90589,99981,79870,86216,86636,97802,79398,77999,85872,99173,82465,79014,87153,97166,69923,69388,78521,86438
66492,68849,90586,99981,79875,86228,86635,97805,79406,77995,85874,99180,82470,79023,87153,97166,69918,69399,78512,86431
66492,68849,90573,99986,79875,86228,86635,97805,79400,78006,85873,99175,82463,79027,87149,97167,69925,69394,78522,86431
66498,68873,90573,99986,79873,86229,86639,97803,79396,77996,85866,99190,82463,79027,87149,97165,69918,69411,78519,86441
66482,68858,90584,99972,79876,86227,86639,97799,79387,77994,85866,99190,82475,79030,87147,97168,69925,69401,78522,86442
66485,68885,90588,99988,79881,86222,86640,97778,79387,77994,85879,99195,82474,79041,87145,97174,69925,69401,78522,86442
66485,68885,90593,99994,79866,86232,86642,97810,79402,78003,85873,99191,82470,79040,87145,97174,69928,69404,78524,86437
66524,68887,90584,99979,79866,86232,86642,97810,79397,78009,85872,99188,82471,79041,87144,97171,69923,69413,78517,86434
66502,68904,90584,99979,79868,86227,86632,97801,79390,78005,85870,99195,82471,79041,87145,97155,69931,69411,78518,86430
66499,68902,90587,99987,79867,86232,86641,97803,79403,77998,85870,99195,82479,79063,87146,97173,69931,69411,78514,86438
66498,68913,90592,99986,79873,86220,86640,97806,79403,77998,85879,99193,82481,79056,87146,97173,69931,69408,78514,86438
66498,68913,90588,99972,79857,86236,86634,97815,79395,77998,85880,99194,82477,79065,87154,97161,69928,69416,78525,86440
66519,68922,90588,99982,79857,86236,86634,97815,79403,78001,85873,99203,82490,79065,87154,97170,69936,69405,78523,86443
66518,68918,90588,99982,79872,86242,86644,97808,79391,78008,85871,99189,82490,79065,87152,97173,69935,69424,78539,86437
66520,68925,90589,99982,79875,86233,86646,97808,79387,77996,85871,99189,82488,79062,87164,97174,69935,69424,78539,86437
66517,68942,90573,99987,79869,86231,86649,97808,79387,77996,85869,99185,82496,79066,87164,97174,69935,69430,78526,86448
66517,68942,90592,99972,79859,86237,86635,97818,79381,77982,85875,99188,82487,79062,87163,97174,69931,69440,78542,86459
66522,68950,90582,99968,79859,86237,86635,97818,79389,77995,85887,99196,82483,79084,87152,97170,69938,69424,78527,86443
66524,68955,90582,99968,79876,86217,86644,97816,79389,77984,85867,99182,82483,79084,87157,97179,69943,69431,78529,86444
66515,68964,90594,100001,79879,86225,86653,97815,79389,77984,85867,99182,82487,79076,87150,97173,69943,69431,78529,86444
66532,68982,90585,99993,79877,86243,86640,97803,79376,77982,85876,99191,82488,79083,87150,97173,69932,69436,78527,86447
66532,68982,90598,99981,79876,86235,86642,97817,79377,77980,85889,99179,82497,79087,87150,97175,69935,69448,78536,86458
66532,68988,90596,99995,79876,86235,86642,97817,79373,77981,85872,99193,82471,79106,87160,97177,69942,69445,78535,86467
66538,69003,90596,99995,79876,86245,86649,97818,79370,77984,85872,99191,82471,79106,87158,97163,69937,69436,78535,86462
66550,69004,90585,99994,79887,86227,86651,97811,79370,77984,85872,99191,82505,79091,87148,97170,69937,69436,78535,86462
66546,69013,90592,99998,79886,86244,86637,97812,79379,77993,85876,99194,82504,79107,87148,97170,69937,69444,78543,86465
66546,69013,90596,99979,79896,86231,86643,97818,79373,77976,85872,99182,82497,79095,87158,97179,69938,69454,78523,86453
66552,69028,90587,100001,79896,86231,86643,97818,79375,77975,85877,99197,82507,79123,87148,97176,69949,69450,78530,86452
66561,69035,90587,100001,79881,86242,86646,97824,79370,77980,85880,99190,82507,79123,87163,97167,69936,69442,78535,86468
66560,69027,90605,99994,79883,86236,86652,97809,79370,77980,85880,99190,82525,79129,87150,97184,69936,69442,78535,86468
