49334,50623,50063,47650,48927
49351,50535,50095,47679,49047
49343,50534,50055,47703,48967
49351,50839,50038,47709,48895
49350,50630,50086,47746,48703
49347,50655,49983,47655,48829
49350,50599,49983,47702,48799
49351,50630,49981,47719,48799
49343,50694,49983,47743,49223
49378,50626,49967,47655,48783
49359,50663,49975,47695,48790
49351,50583,49983,47759,49047
49351,50790,49990,47671,48694
49359,50658,49991,47629,48911
49378,50607,49981,47719,48807
49367,50818,49981,47651,48783
49367,50649,49974,47575,49074
49350,50839,49959,47702,48959
49359,50767,49979,47871,49238
49367,50743,49981,47638,49055
49511,50733,49967,47686,49119
49511,50754,49967,47623,48815
49519,50623,49965,47559,48957
49551,50831,49967,47671,48898
49590,50791,49981,47663,48983
49575,50839,49970,47575,49078
49575,50743,49974,47655,48959
49567,50607,49965,47679,48943
49575,50655,49958,47879,49087
49583,50767,49958,47614,48845
49559,50783,49958,47591,48679
49551,50759,49943,47647,48399
49559,50711,49959,47655,48671
49559,50631,49959,47686,48345
49551,50671,49951,47623,48598
49543,50719,49951,47599,48703
49559,50585,49951,47558,48327
49543,50615,49958,47522,48642
49543,50695,49943,47607,48575
49543,50615,49975,47622,48463
49574,50743,49983,47591,48831
49583,50847,49975,47695,48607
49575,50717,49967,47641,48695
49574,50671,49991,47638,48551
49567,50871,49959,47686,48431
49575,50690,49983,47687,48610
49574,50887,49983,47519,48495
49575,50743,49974,47879,48543
49567,50662,49970,47679,48567
49567,50646,49967,47654,48647
49567,50918,49975,47879,48813
49575,50727,49959,47587,48695
49590,50710,49983,47641,48599
49599,50883,49959,47727,48583
49599,50663,49975,47743,48567
49591,50711,49974,47887,48351
49591,50694,49991,47655,48335
49597,50735,49890,47663,48445
49607,50735,49862,47686,48470
49607,50679,49862,47846,48679
49599,50759,49849,47655,48583
49599,50649,49853,47575,48479
49606,50679,49855,47711,48930
49599,50695,49847,47837,48806
49591,50717,49847,47919,48639
49599,50662,49847,47815,48791
49607,50871,49853,47759,48535
49607,50669,49831,47599,48751
49607,50679,49839,47983,48679
49591,50646,49823,47783,49023
49597,50791,49831,47814,48775
49607,50823,49830,47863,48751
49591,50679,49839,47810,48375
49583,50735,49807,47823,48391
49591,50806,49823,47783,48610
49567,50679,49826,47759,49143
49575,50765,49831,47719,48582
49575,50966,49826,47775,48719
49575,50774,49839,47807,48647
49567,50653,49823,47759,48311
49590,50615,49839,47766,48546
49575,50655,49839,47923,48633
49599,50631,49807,47847,48527
49597,50626,49831,47775,48599
49599,50671,49815,47663,48231
49591,50751,49831,47735,48407
49607,50754,49826,47695,48723
49591,50695,49815,47903,48495
49607,50687,49823,47687,48455
49591,50630,49815,47799,48495
49591,50631,49807,47727,48351
49599,50687,49831,47974,48367
49599,50615,49815,47703,48326
49615,50663,49807,47719,48726
49615,50659,49831,47983,48461
49657,50703,49807,48034,48439
49638,50687,49823,47823,48831
49655,50719,49830,47951,48591
49671,50733,49815,47847,48719
49655,50799,49815,47743,48573
49679,50751,49807,47791,48461
49791,50690,49831,47759,48519
49815,50767,49831,47839,48535
49823,50743,49831,47823,48423
49807,50711,49823,47927,48358
49863,50663,49853,47770,48543
49890,50690,49839,47799,48445
49917,50855,49853,47751,48599
49912,50726,49863,47647,48525
49903,50735,49847,47862,48471
49894,50751,49847,47783,48407
49855,50687,49855,47810,48511
49807,50754,49863,47799,48463
49762,50767,49919,47751,48495
49759,50863,49981,47783,48578
49759,50909,49958,47853,48647
49767,50786,50018,47734,48518
49759,50783,49991,47863,48487
49789,50615,49981,48031,48495
49762,50719,49975,48047,48703
49766,50679,49977,47862,49142
49741,50782,49986,47789,49314
49751,50630,49975,47791,49039
49751,50810,49983,47743,48935
49751,50679,49959,47815,48893
49743,50687,49967,47647,49239
49743,50921,49951,47831,49043
49762,50799,49979,47847,48845
49743,50759,49965,47711,48639
49751,50754,49959,47709,49213
49743,50778,49967,47687,48711
49743,50719,49967,47750,48919
49743,50727,49971,47847,48998
49762,50893,49981,47906,48743
49743,50855,49958,47871,48765
49754,50742,49959,47783,48695
49727,50711,49981,47983,48911
49725,50887,49981,47887,48975
49719,50854,49974,47799,48935
49735,50687,49967,47887,48967
49734,50623,49975,47743,48879
49743,50687,49967,47751,48847
49735,50711,49959,47783,49634
49746,50743,49959,47759,49094
49735,50694,49975,47791,49143
49727,50694,49983,47735,48719
49727,50687,49970,47751,48855
49735,50727,49967,47783,48599
49735,50614,49959,47815,48663
49743,50839,49951,47847,48831
49735,50607,49959,47830,48527
49730,50653,49967,47719,48751
49735,50733,49951,47655,48879
49727,50695,49965,47686,48790
49743,50655,49959,47735,48847
49743,50838,49974,47799,48687
49743,50671,49981,47703,49058
49735,50631,49983,47647,49071
49735,50799,49967,47951,48719
49727,50871,49975,47711,48870
49743,50717,49959,47823,48639
49751,50847,49959,47727,48919
49727,50631,49959,47695,48615
49727,50695,49959,47783,48610
49727,50687,49975,47759,48647
49855,50703,49959,47919,48422
49831,50694,49943,47943,48919
49863,50690,49974,47762,48655
49855,50653,49975,47743,48639
49862,50671,49959,47807,48751
49903,50631,49959,47794,48854
49887,50799,49959,47839,48599
49895,50822,49971,47567,49042
49895,50647,49974,47567,48695
49887,50694,49975,47663,48783
49895,50599,49974,47567,48893
49890,50551,49959,47702,48687
49890,50583,49951,47647,48927
49895,50759,49959,47911,49046
49887,50607,49967,47727,48890
49871,50742,49943,48007,48775
49871,50663,49983,47775,48895
49879,50631,49959,47734,48687
49871,50615,49959,47709,48918
49871,50647,49975,47687,48791
49879,50630,49959,47655,48866
49887,50655,49951,47853,48889
49887,50647,49967,47615,48639
49901,50663,49951,47791,48735
49895,50605,49959,47615,48711
49917,50831,49951,47703,48791
49913,50871,49951,47831,48559
49915,50815,49958,47718,48679
49917,50935,49959,47647,48890
49887,50822,49959,47663,48679
49890,50815,49959,47671,48687
49903,50927,49983,47606,48890
49927,50799,49959,47911,48742
49918,50791,49954,47863,48767
49855,50815,49951,47743,48806
49855,50871,49974,47606,49039
49823,50919,49983,47759,48927
49862,50694,49991,47938,48663
49895,50906,49975,47751,48722
49895,50678,49975,47655,48415
49914,50767,49991,47695,48735
49914,50822,49967,47695,48839
49903,50895,49959,47679,48527
49919,50799,49981,47831,48087
49927,50818,49981,47703,48367
49927,50743,49975,47687,48550
49943,50742,49977,47719,48559
49927,50691,49991,47751,48527
49935,50695,49983,47735,48642
49946,50786,49975,47837,48631
49943,50758,49977,47778,48575
49943,50791,49967,47727,48866
49954,50914,49967,47791,48679
49951,50791,49951,47811,48823
49954,50807,49974,47798,48546
49959,50743,49974,48006,48575
49974,50919,49967,47799,48743
49967,50823,49951,47655,48630
49974,50783,49967,47709,48527
49935,50905,49983,47967,48631
49943,50671,49974,47655,48866
49935,50719,49951,47682,48493
49951,50719,49943,47795,48575
49943,50935,49943,47833,48535
49951,50703,49959,47815,48514
49935,50950,49959,47871,48695
49954,50662,49967,47799,48719
49927,50791,49967,47837,48711
49942,50791,49959,47641,48557
49935,50934,49959,47903,48455
49935,50927,49951,47679,48623
49935,50786,49959,47815,48535
49935,50906,49967,47759,48591
49943,50711,49967,47775,48495
49954,50909,49967,47814,48614
49935,50831,49999,47731,48703
49919,50790,50015,47719,48647
49935,50669,49999,47975,48615
49919,50758,49991,47862,48703
49954,50719,49991,47791,48775
49951,50959,49999,47839,48639
49927,50735,49991,48031,48646
49954,50831,49983,47815,48639
49926,50839,49991,48015,48685
49919,50687,49991,48039,48703
49990,50838,49975,47775,48863
49927,50783,49975,47879,48791
49914,50783,49983,47815,49047
49926,50818,49975,47759,48822
49879,50735,49983,47999,48263
49922,50831,49983,47759,49078
49890,50710,50007,47855,48911
49895,50711,50055,47879,48822
49871,50783,50039,47791,48703
49863,50847,50055,47887,48831
49855,50786,50047,47919,48835
49871,50967,50047,47839,48663
49837,50959,50031,47655,48535
49859,50786,50023,47799,48903
49863,50599,50023,47847,48909
49847,50703,50023,47807,48790
49831,50895,50022,47831,48799
49863,50797,50007,47799,48157
49871,50807,50023,47811,48159
49855,50783,50015,47799,48463
49871,50911,50007,47766,48343
49887,50887,50007,47679,48543
49879,50658,50007,47847,48349
49887,50823,50007,47783,48303
49894,50623,50018,47735,48479
49887,50759,49999,47725,48879
49894,50679,50022,47783,48743
49871,50914,50023,47695,48719
49879,50807,50031,47759,48519
49879,50726,50018,47751,48358
49871,50713,50023,47663,48351
49878,50863,50031,47687,48327
49895,50679,50050,47727,48319
49894,50695,50039,47702,48487
49887,50759,50015,47727,48423
49871,50719,50066,47687,48407
49871,50719,50039,47711,48407
49895,50807,50055,47906,48502
49879,50799,50031,47719,48615
49894,50695,50015,47783,48567
49871,50695,50007,47799,48495
49879,50895,49975,47647,48510
49914,50695,49983,47751,48511
49901,50695,49983,47847,48463
49863,50727,49991,47874,48557
49871,50839,49999,47730,48519
49871,50783,49999,47791,48551
49879,50695,49991,47782,48525
49890,50758,49967,47847,48423
49887,50717,49991,48015,48695
49903,50649,50006,47778,48646
49927,50767,50022,47735,48535
49923,50687,50055,47767,48791
49918,50927,50018,47967,48543
49901,50802,50015,47783,48495
49895,50759,50023,47778,48535
49914,50727,50018,47679,48637
49926,50799,50007,47775,48671
49922,50787,50022,47759,48511
49914,50695,49997,47778,48831
49887,50906,49999,47750,48511
49879,50778,49999,47599,48685
49879,50726,49990,48007,48783
49879,50727,49983,47719,48646
49879,50711,49981,47670,48751
49887,50807,49991,47775,48598
49890,50778,49991,47671,48639
49863,50717,49991,47751,48687
49855,50791,50031,47583,48663
49871,50751,50063,48015,48583
49895,50751,50031,47647,48831
49887,50807,50031,47911,48898
49887,50703,50029,47655,48701
49922,50783,50047,47743,48546
49901,50711,50029,47750,48635
49914,50863,50022,47709,48719
49917,50713,50007,47799,48890
49927,50711,49999,47703,48663
49895,50742,50007,47767,48679
49871,50951,50018,47751,48802
49895,50927,49999,47814,48711
49927,50927,50007,47647,48679
49914,50735,49999,48071,49151
49894,50671,49983,47898,48727
49871,50767,50006,47855,48799
49927,50711,49999,47911,48735
49895,50807,49999,47671,48951
49887,50711,49983,47794,49007
49895,50695,49990,47847,48727
49895,50906,49991,47759,48695
49917,50935,49991,48087,48854
49919,50694,50006,47783,48807
49913,50847,49975,47775,48959
49922,50791,49959,47862,48855
49959,50887,49981,47855,48870
49967,50818,49991,47903,48823
49935,50695,49983,47999,48822
49935,50663,49983,47783,49351
49943,50727,49991,47911,48839
49965,50655,49991,47855,48870
49954,50647,49975,47855,48791
49935,50653,49967,47887,48775
49951,50527,49990,47906,49186
49954,50623,49975,47887,48775
49926,50735,49975,47778,48802
49919,50822,49983,47847,48687
49927,50719,49983,47703,48767
49926,50719,49983,47839,48591
49943,50743,49983,47798,48870
49967,50703,49981,47871,48783
49958,50807,49981,47847,48781
49935,50631,49981,47798,48823
49935,50701,49983,47735,48866
49943,50786,49983,47853,48662
49917,50695,49991,47815,48911
49914,50703,50018,47842,48934
49913,50719,49999,48093,48839
49927,50829,49991,47887,48831
49926,50743,49975,47999,48719
49922,50735,49983,47811,48823
49933,50727,49999,47887,48695
49927,50754,50007,47746,48781
49922,50871,50018,47911,48375
49919,50642,49990,48071,48919
49917,50703,50006,47814,48799
49926,50735,50015,47839,49058
49927,50735,49999,48127,48919
49935,50679,49999,47727,48825
49927,50807,49999,47906,48487
49935,50678,50022,47863,48847
49917,50818,50061,48095,48867
49919,50695,50047,47855,48791
49914,50719,50061,47871,48975
49915,50791,50063,47898,49026
49919,50703,50055,48087,48770
49903,50711,50038,47791,48815
49927,50735,50015,48143,48991
49922,50694,50050,47855,48943
49917,50775,50023,47967,48751
49914,50886,50007,47863,48717
49914,50719,50042,47847,48671
49914,50863,50031,47943,48951
49914,50855,50038,47855,48823
49914,50695,50050,47807,48807
49914,50823,50031,47943,48407
49919,50711,50023,47965,48375
49903,50855,50007,47887,48943
49895,50646,50015,47938,48671
49917,50717,50023,47967,48959
49903,50799,50006,47898,48719
49903,50743,50018,47906,48710
49914,50791,50014,47879,48674
49887,50687,50023,47903,48829
49914,50647,50018,48047,49047
49926,50719,50007,47719,48799
49943,50751,50015,47855,48655
49927,50719,50023,47855,48567
49935,50735,50007,48111,48727
49935,50758,50007,47837,48781
49943,50687,50007,47951,48919
49942,50655,50015,47866,48823
49927,50711,50023,47874,48802
49943,50863,50007,47898,49122
49958,50887,49999,47927,48967
49927,50727,49997,47874,48735
49943,50663,50007,48095,48598
49919,50783,50007,47975,48486
49917,50754,49991,47871,48367
49914,50687,49983,48183,48383
49919,50679,50007,48167,48455
49927,50647,50003,47951,48359
49922,50719,50006,48157,48431
50047,50751,50003,48047,48391
49958,50759,50006,48031,48407
49959,50719,50061,48007,48614
49943,50743,50039,48038,48527
49959,50695,50023,48003,48598
49935,50649,50031,48071,48519
49919,50671,50023,48173,48519
49914,50778,50015,47959,48223
49914,50754,50050,48231,48343
49913,50695,50023,47967,48487
49879,50778,50063,48039,48447
49914,50663,50039,47958,48359
49895,50671,50047,48102,48359
49917,50863,50031,48015,48351
49895,50607,50047,48295,48519
49890,50647,50047,47951,48415
49895,50687,50007,48127,48438
49871,50663,50038,48054,48927
49891,50710,50023,48038,49031
49914,50647,49999,48111,48711
49895,50879,50031,48322,48591
49958,50914,50023,48406,48895
49935,50679,50007,48102,49007
49951,50631,50018,48199,48791
49954,50695,49999,48086,48591
49954,50735,49999,48215,48999
49935,50679,49983,48119,48957
49935,50695,49999,48342,48303
49959,50887,50007,47999,48847
49951,50797,50023,48093,48647
49943,50655,50007,48086,49145
49927,50687,49999,48166,48675
49951,50759,50006,48294,48663
50015,50631,49983,48126,49062
50071,50735,49999,48031,48930
49981,50653,49999,48159,48591
49983,50799,49991,48119,48655
49990,50671,50007,47975,48655
49999,50758,49999,48151,48583
49959,50663,50007,48214,48647
49958,50754,50015,48342,48903
50002,50719,49999,48119,48751
50018,50914,50006,48183,48743
49991,50671,49999,48367,48671
49983,50751,49999,48303,48726
49974,50719,49999,48055,48663
49974,50649,50007,48175,48742
49951,50653,50031,48319,48703
49951,50695,50105,48103,48703
49959,50733,50063,48167,48795
49965,50694,50071,48055,48751
49943,50703,50039,48087,48639
49943,50649,50047,48183,48871
49975,50631,50050,48223,48599
49975,50655,50007,48194,48879
49959,50711,50007,48183,48551
49959,50727,50007,48166,48506
49967,50713,50018,48066,48895
49983,50703,50015,48231,48591
49974,50754,50015,48303,48633
49967,50719,49991,48143,48511
49943,50694,49997,48103,48919
49959,50711,49991,48175,48575
49959,50790,49999,48183,48823
49959,50863,50015,48215,48951
49958,50735,50018,48198,48815
49943,50742,50023,48205,48637
49967,50791,50007,48207,48566
49959,50822,50082,48303,48639
49935,50790,50047,48089,48829
49935,50786,50061,48367,48607
49943,50818,50047,48151,48633
49935,50695,50031,48153,48519
49951,50895,50055,48159,48751
49943,50679,50047,48055,48511
49935,50806,50047,48191,48527
49935,50791,50039,48102,49119
49919,50847,50050,48159,48775
49926,50735,50031,48095,48463
49922,50838,50061,48119,48726
49927,50727,50103,48175,48599
49943,50759,50063,48365,48407
49927,50963,50061,48159,48751
49927,50735,50054,48191,48423
49919,50767,50055,48111,48431
49942,50935,50055,48111,48335
49975,50807,50047,48183,48295
49943,50743,50015,48231,48639
49954,50778,50038,48423,48487
49935,50735,50023,48335,48701
49959,50695,50050,48290,48514
49935,50879,50023,48063,48471
49954,50815,50023,48215,48463
49935,50767,50023,48199,48758
49943,50799,50029,48258,48455
49951,50778,50018,48263,48799
49959,50791,50018,48247,49111
49927,50727,50023,48479,48802
49919,50807,50015,48239,49063
49923,50822,50023,48283,48770
49914,50919,50015,48390,48535
49917,50943,49999,48215,48855
49919,50791,50018,48258,48775
49935,50886,49999,48263,48582
49927,50727,49983,48351,48470
49919,50759,49983,48214,48575
49943,50781,49983,48258,48614
49933,50719,49991,48183,48738
49935,50839,49999,48399,48527
49919,50918,49975,48342,48519
49935,50863,49990,48207,48511
49935,50823,49991,48215,48655
49919,50919,49983,48151,49023
49927,50783,49981,48151,48927
49935,50791,49981,48119,48847
49927,50807,49975,48294,48863
49933,50678,49975,48221,49127
49927,50703,49983,48255,48743
49919,50823,49983,48282,48895
49919,50742,49999,48263,49250
49933,50847,49975,48239,48719
49922,50751,49975,48111,48674
49919,50822,49983,48191,48589
49918,50751,49991,48399,48919
49919,50711,49975,48258,48775
49919,50879,49999,48157,48791
49917,50759,49991,48191,48566
49914,50791,49991,48215,48838
49919,50754,49991,48310,48890
49927,50815,49959,48207,48991
49919,50839,49959,48119,48614
49919,50727,49997,48391,48671
49903,50863,50045,48087,48495
49919,50911,50007,48374,48614
49927,50743,50031,48263,48610
49903,50690,50023,48194,48690
49903,50727,50015,48151,48697
49878,50775,50018,48191,48610
49917,50790,49983,48327,48855
49879,50778,49991,48151,48591
49917,50799,49991,48135,48567
49919,50815,49991,48237,48791
49918,50799,49983,48239,48871
49903,50767,50006,48290,48583
49918,50727,49983,48182,48751
49912,50767,49967,48237,48535
49914,50743,49981,48141,49250
49914,50727,49983,48182,48775
49887,50786,49991,48095,48751
49918,50758,49983,48173,48311
49895,50918,49975,48183,48495
49903,50847,49997,48359,48343
49901,50759,49999,48295,48511
49887,50886,49991,48087,48799
49914,50727,49981,48191,48719
49895,50783,49991,48311,48802
49903,50742,49983,48047,48502
49879,50655,49981,48167,48643
49914,50710,49983,48167,48998
49917,50727,49974,48087,48903
49917,50678,49975,48231,48599
49914,50799,49975,48207,48173
49918,50754,49975,48205,48569
49903,50918,49999,48134,48407
49913,50786,49990,48199,48231
49914,50726,49983,48167,48263
49922,50743,49983,48258,48695
49917,50751,49999,48247,48550
49917,50791,49999,48295,48790
49914,50695,49975,48167,48822
49887,50727,49975,48111,48959
49879,50767,49975,48194,48799
49887,50759,49999,48311,48822
49943,50759,49983,48345,48415
49935,50743,49999,48175,48790
49942,50906,49975,48183,48639
49959,50743,49974,48183,48671
49927,50751,49983,48231,48991
49943,50675,49975,48191,48583
49951,50927,49990,48374,48655
49935,50807,49990,48183,48514
49935,50863,49975,48127,48503
49943,50882,49997,48207,48343
49951,50781,49981,48239,48367
49959,50727,49981,48271,48406
49991,50711,49991,48214,48791
49967,50839,49991,48375,48566
49983,50679,49983,48231,48503
49951,50703,49999,48191,48439
49959,50663,49975,48159,48335
49943,50807,49983,48221,48374
49954,50906,50023,48194,48431
49981,50870,50023,48278,48742
49983,50767,49991,48333,48655
49991,50719,49991,48322,48678
49975,50759,49991,48263,48479
49975,50887,50018,48303,48695
49943,50695,49983,48311,48735
49965,50893,49981,48214,48711
49954,50823,49991,48279,48799
49942,50751,49975,48374,49026
49954,50839,49997,48295,48898
49935,50751,50015,48303,48631
49935,50679,50007,48375,48697
49935,50786,49991,48431,48639
49954,50783,49991,48391,48703
49927,50678,49983,48290,48751
49927,50607,49983,48239,48639
49942,50717,49975,48135,48934
49927,50882,50007,48295,48679
49943,50687,50018,48231,48743
49935,50799,50015,48263,48679
49943,50719,50047,48262,48726
49943,50687,50031,48194,48719
49958,50703,50031,48223,48982
49943,50786,50006,48423,48775
49954,50679,50023,48223,48775
49954,50743,50015,48391,48770
49954,50807,50006,48295,48815
49954,50831,49991,48422,48762
49943,50743,50018,48207,48695
49943,50695,49983,48367,48855
49943,50807,50023,48130,48855
49954,50679,50007,48199,48855
49943,50719,49991,48271,48695
49935,50950,50011,48322,48701
49943,50719,49999,48215,48783
49959,50658,50007,48135,48679
49951,50678,50007,48230,48783
49935,50679,49990,48095,48975
49927,50717,50018,48343,48735
49954,50719,49999,48319,48967
49926,50863,49999,48130,48807
49954,50658,49999,48246,48791
49951,50847,49991,48359,49039
49954,50695,49990,48103,49023
49959,50711,49991,48418,48839
49951,50783,50023,48290,48966
49951,50719,50050,48223,48903
49942,50914,50047,48095,48749
49967,50591,50039,48198,48751
49914,50807,50023,48199,49127
49922,50799,50031,48153,48919
49954,50711,50007,48183,48751
49943,50751,50018,48153,48895
49927,50799,50018,48166,48589
49901,50765,49991,48111,48839
49894,50663,49991,48070,49103
49879,50671,49999,48167,48975
49903,50727,49983,48221,48903
49903,50701,49999,48191,48967
49935,50799,50006,48319,48807
50055,50687,49983,48327,48855
49967,50879,49997,48086,48727
49999,50786,49997,48153,48639
49991,50791,49999,48166,49103
50031,50607,49991,48367,48854
50031,50671,49999,48086,48889
49983,50703,49999,48311,49103
49983,50671,49983,48095,48870
49967,50695,49983,48166,49111
49959,50727,49991,48239,48903
49927,50887,49991,48198,48893
49991,50653,49991,48157,48863
49959,50717,49991,48191,48919
49942,50909,49991,48301,48703
49927,50671,49983,48134,49055
49935,50662,49981,48215,49047
49927,50841,49990,48135,49127
49903,50647,49975,48087,48690
49895,50786,49981,48119,48703
49919,50786,49991,48159,48823
49914,50679,49983,48239,48735
49914,50887,49983,48063,48799
49927,50687,49975,48079,48871
49917,50783,49983,48111,48999
49919,50662,49983,48319,48759
49922,50774,49991,48182,48647
49922,50735,49983,48167,48655
49926,50759,49983,48063,48751
49919,50847,49983,48093,48823
49887,50807,49997,48111,48822
49917,50911,49997,48086,48825
49975,50815,50007,48167,48831
49983,50759,50007,48039,48999
49977,50778,49999,48335,49087
50047,50759,49991,48327,48983
50063,50759,49975,48077,48863
50111,50647,49981,48047,48815
50079,50863,49990,48239,48799
50079,50703,49983,48135,48815
50071,50783,49997,48263,49039
50063,50767,49983,48093,48866
50006,50727,49974,48095,48762
50039,50690,49983,48247,49007
50023,50783,49975,48039,49026
50031,50727,49975,48127,48959
50055,50818,50006,48175,48743
50023,50649,49981,48390,48975
50038,50653,49981,48151,48767
50050,50807,49983,48087,48701
50015,50655,49983,48093,48598
49999,50627,49975,48157,49062
50031,50879,49983,48303,48439
50095,50751,49981,48175,48455
50111,50759,49959,48079,48493
50109,50669,49975,48109,48519
50109,50695,49999,48153,48783
50103,50918,49967,48319,48482
50111,50695,49975,48103,48418
49983,50767,49983,48167,48703
50011,50719,49983,48111,49207
49977,50669,49991,48167,48575
50103,50649,49983,48367,48559
50102,50838,49975,48239,48479
49983,50806,49991,48351,48566
49913,50663,50119,48159,48463
49914,50719,50082,48153,48615
49927,50655,50151,48039,48767
49914,50767,50082,48119,48399
50087,50694,50079,48071,48711
50063,50607,50082,48365,48559
49999,50743,50063,48127,48511
50007,50663,50071,48415,48399
49975,50845,50061,48343,48479
49959,50727,50047,48167,48633
49975,50719,50079,48167,48890
49974,50759,50063,48311,48863
49991,50914,50061,48153,48735
49967,50655,50063,48375,48655
49967,50639,50055,48175,48463
49959,50678,50063,48159,48573
49983,50743,50050,48151,48247
49975,50653,50046,48415,48470
49958,50695,50031,48143,48815
49954,50703,49831,48135,48847
49959,50589,49975,48147,48770
49942,50690,49959,48055,48687
49959,50615,50255,48135,48959
49935,50583,50063,48077,48639
49954,50631,49959,48127,48471
49951,50637,49959,48295,48615
49951,50822,49974,48079,48781
49959,50649,49951,48071,48719
49954,50751,49974,48127,48351
49967,50743,49991,48095,48711
49951,50863,49975,48183,48223
49951,50711,49991,48153,48423
49954,50679,49981,48063,48743
49943,50649,49971,48333,48343
49943,50646,49959,48195,48342
49955,50717,49983,48210,48439
49935,50695,50127,48351,48783
49942,50663,49981,48047,48351
49935,50726,49935,48239,48599
49942,50727,49951,48143,48815
49927,50703,49951,48199,48598
49943,50679,49933,48207,48447
49935,50703,49919,48239,48418
49935,50678,49943,48023,48367
49958,50679,49939,48183,48839
49958,50655,49939,48326,48511
49951,50614,49942,48159,48495
49959,50703,49919,48103,48499
49951,50679,49919,48223,48455
49943,50599,49935,48103,48431
49951,50679,49927,48150,48482
49954,50589,49903,48086,48575
49958,50671,49954,48343,48647
49958,50695,49919,48198,48575
50007,50671,49927,48167,48695
50018,50671,49922,48167,48479
49991,50591,49922,48343,48751
49981,50687,49927,48199,48598
50006,50855,49914,48167,48678
49983,50605,49901,48157,48647
49991,50615,49903,48205,48815
49977,50575,49917,48079,48551
50031,50694,49935,48175,48637
50018,50607,49927,48130,48903
50022,50655,49919,48153,48591
50039,50711,49927,48303,48822
50038,50695,49917,48095,48767
50022,50639,49926,48151,48775
50007,50735,49927,48294,48607
50007,50717,50119,48207,48703
50006,50679,50086,48153,48806
49991,50671,50079,48071,48743
49975,50663,49879,48166,48918
49991,50845,49847,48119,48671
49951,50906,49823,48153,48855
49951,50886,49823,48159,48727
49922,50735,49831,48207,48770
49927,50671,49830,48119,48663
49935,50735,49815,48351,48711
49935,50663,49831,48153,48687
49983,50663,49807,48287,48663
49999,50719,49815,48070,48735
49991,50695,49830,48215,48835
49983,50663,49815,48175,48902
49974,50711,49826,48175,48783
49975,50663,49831,48183,48927
49991,50671,49826,48153,48703
49975,50726,49807,48367,48727
49959,50783,49807,48087,48767
49967,50679,49791,48183,49030
49975,50799,49826,48191,48927
49991,50649,49815,48095,48791
49983,50694,49791,48134,49062
49959,50647,49799,48199,48935
49990,50687,49807,48055,49159
49975,50615,49807,48231,48890
49965,50719,49799,48407,48967
49975,50631,49823,48134,48893
49991,50695,50095,48343,48918
49999,50887,50079,48351,48999
49975,50733,50015,48153,49063
49975,50690,50050,48119,48893
49991,50646,50127,48303,48838
49990,50599,50031,48055,48890
49975,50690,50023,48103,49094
49967,50687,50023,48311,48975
49943,50690,49975,48175,48751
49959,50823,49974,48134,48975
49983,50695,49981,48130,49046
49967,50655,49981,48327,48994
49951,50735,49975,48093,49023
49977,50806,49951,48359,48991
49967,50711,49965,48167,49165
49951,50786,49975,48263,48991
49959,50727,49967,48175,48903
49959,50879,49975,48135,48877
49951,50882,49958,48151,48930
49974,50695,49959,48198,48911
49951,50735,49958,48150,48831
